pathway	description	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
ARO-PWY	chorismate biosynthesis I	36833.7031583473	16809.357325051682	12968.820018872357	27533.17685273479	28185.54560922255	34800.48857796109	24806.218448412044	23511.580054317124	24788.42407384519	22055.728391030683	31104.0787971394	32387.01634251612	16995.756376441426	29990.95360594917	20351.06990351456	15695.632741025069	17599.354328286474	21853.243074696547	29189.54337969771	18678.995003131608	20402.841485051536	21403.265236609244	26715.162092753428	19628.903677731698	20867.08290794219	27719.704416738998	17537.863788330036	22886.132644368656	26536.327560396283	31425.654725967885	20235.00252254809	15298.995746289813	20833.278539593546	30060.241049929024	30062.513396230264	31415.13998866207	18443.716421805457	22738.77437342194	35140.38100517616	32897.231271729856	32697.624869124185	38354.66709847143	31305.477112159213	23816.072854004426	30413.890777108867	32611.550480030648	23770.86501473813	20473.991131029718	29561.120248870895	34077.819576387075	41223.103256859824	32183.773060867163	33365.60773647619	39926.06083197101	40239.648471323824	22703.318062813985	37044.03933028295	38258.9179412901	34185.57496770816	31170.35252141484	33412.124497056946	54570.75319317832	42020.24739320806	39034.403914314484	34555.857025377285	38435.456471325764	36774.87667138951	25355.09601921924	42270.76670173455	24712.038356298843	19903.022888189364	25289.290392833456	31965.149999435118	52707.81877889849	33054.001031774314	35671.84661828592	34447.503983663286	38131.441798864136	23204.70079239979	24940.821019226347	28780.063216980918	44771.42212277055	24981.883113322117	28045.747317986967	13024.866441994587	40949.2555982522	26955.799553241915	21591.135780926874	33902.10949206352	32111.036338319063	22326.63287723662	28362.33324196216	22211.15674399676	44215.48440300662	42681.87406326388	9952.22256474874	22904.848608656896	48908.647710820165	32632.946923442716	32714.703284539715	22763.374524481904	29383.474206369585	29582.70358739472	15219.895123050244
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	16130.163291510657	11648.3598387911	7415.839773982972	13896.226899788833	14645.294020678799	17262.444318919268	13601.287278248721	12418.435692270888	13373.393927843159	13303.905516309063	17130.530372896475	10601.554100761072	7639.801946206673	16666.705438967598	10163.375373591438	7750.033631212215	8675.521330582926	9687.33248401574	6777.434672622732	9731.899060658076	10443.935686561046	10089.299719600693	12587.904650686509	8853.576794828572	11017.78812639854	12353.140941166177	9880.158119495245	8588.633088197348	12696.548231132636	11959.700942694388	13807.205376197278	5924.4265029569115	14333.172722206124	14669.783747832758	16025.949051566731	13155.77241738745	10721.173298627724	9933.149759646269	20919.12103777592	14991.291292498003	15981.671016118235	18785.36363621628	19966.833476617794	10334.676267950052	14974.061252679292	20920.35059949121	15282.905591525448	8597.472375082772	17734.01868354391	16182.151989718157	22320.33144697539	11193.101287655049	18612.671405859182	20976.309019491742	23807.36629999269	8520.605613314663	10928.181984529076	19440.35818227853	19051.42586513964	13944.175699238192	17299.250257306103	16971.695786482767	21850.346418050045	15387.404340243667	16796.73321105127	20972.636083140897	19169.636848682552	7663.137430208821	21437.32624251262	6576.9927963525815	10518.990295323278	10595.4240153945	19215.720707957247	13780.307870269482	8356.677877497317	16106.658383174308	15942.369377795798	8641.414174908272	11500.129429299954	9888.293655025709	12647.670761840469	18465.676040703584	12583.123332536523	7437.755692934516	7465.650156709474	20747.41336403336	16679.562265031786	9831.324758350986	15106.301549543878	15741.942866039204	11598.826265075293	11832.985785933992	7425.9576690552785	20468.15228784152	21374.23151645406	4637.997879064242	11130.115172411464	23226.879707181284	17712.613414509935	14167.253715492354	12979.463947101578	17692.312664447803	17629.186187731317	5536.863546131698
AST-PWY	L-arginine degradation II (AST pathway)	6248.4547854736975	3540.420527944936	2320.1551610165907	4898.882394254695	7325.655809446275	6763.6157772882125	6043.820292257248	1177.6746698631075	4340.483747551301	7079.012903944887	7257.536462576238	4384.702381746406	3569.694006773654	9528.584301185763	4149.373351499509	832.7345927651857	3028.3748101449933	4553.2322083912795	21555.867448837747	580.8463314976835	2321.368583549536	6668.261641803171	7762.229494212709	760.6450317702967	2709.259397484663	5692.293189789007	4192.789764077232	3136.1896325986245	4289.631456404643	6459.898870175262	9772.584444982005	1780.4928017421514	8558.146333101651	4892.436080093991	7126.016762440884	5385.5951655982235	6588.308169734144	3190.769745235104	6990.660668991288	4973.491164602614	5601.016887907806	8231.733713592597	10846.124747411946	3471.099160766892	3769.9817399316194	12023.6386151263	7399.409995576347	2118.870929630381	7696.755432123306	2832.5830307381843	3964.685585888404	7017.645418635876	8347.433807933576	8461.504953131558	7538.547488213432	366.0699917213802	3857.206929793929	9706.903986826515	8562.144345832678	2300.083712508758	5256.544006357992	31347.76788887496	8375.077491816515	4578.362581221209	4149.941278167906	8372.616713398993	7389.534494244309	2546.485800440705	13850.710822417434	2392.36186922343	5000.217169277499	2866.6959712868183	2901.6383610577864	33793.808343818324	3055.705841676598	8127.4681301591445	5139.00305855068	3449.9764905869506	3289.51541817518	3195.301019267903	5347.002968419388	7663.1658642093835	6087.4837920506825	6021.588737460981	7267.2632644739115	9368.949024564594	4498.781572149073	5144.771541973738	7659.540969584865	8063.874827281982	2970.5564008126403	4425.510504479024	2697.6054090921475	12086.817048617428	12541.127284706414	2140.2285036101266	2427.505152668157	12544.252113495908	5718.479781850221	3956.548435689168	5467.767869977412	9437.448824047591	8219.184358869788	3495.118782268501
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	19971.887172853298	10113.744898741776	7408.132904761161	14233.004924275569	19496.42791408483	18385.633723704286	17585.374078487144	5233.715716960031	13982.732414857655	14404.717754387131	22430.166825257955	16111.20934060443	9789.279865002878	17951.296070029188	12778.325492161754	5777.72051770331	9263.522080391263	10156.599643191215	27996.35755977315	3645.094644983191	10165.020202701566	13031.002902556529	17262.20807075988	5431.143329060506	11333.911405217863	17549.467133585444	11165.232194812908	9060.439929470942	13812.680623757244	22251.632654771507	16237.097873465083	5394.834939892663	17633.831266537345	17867.259770286906	18854.86791869637	16821.350523643378	14295.288532463695	11835.639493863377	20166.427789604793	17203.858448132865	17720.078237312857	21967.46026163217	21010.369717635087	11376.00188302003	13739.560301799682	27818.354198101963	17192.522507360238	7748.389560805478	17200.92173764002	13142.423200868332	16890.567795191026	18308.272341422064	18848.029239657204	21502.898807669397	22021.713196144257	3767.0488115403205	16815.89083682909	22975.814604084902	21865.647680617	9436.668851857685	20244.284609722392	48154.44803332878	22262.645838831166	16872.627845402923	17479.99489360814	21884.66443388042	21008.385669197956	9875.94430079919	27886.493271436273	8482.499649631409	13456.586498072156	9960.130022450345	12313.993073826265	46273.78870750238	11310.12142574778	20027.5600404126	16905.548590985607	11801.316212305439	11727.984824321109	12508.8638317639	15464.04756487993	25055.36181482417	16152.939681737356	16051.501543169372	12345.669658801184	24842.316078515752	19253.49479172625	12671.2784857811	18708.735677423978	21012.268287895757	13715.945991571218	14054.53721469074	9720.659135621016	28553.204254730572	30245.507138579647	5792.812408266245	8278.281899886882	30449.683789777904	17585.292376571088	13217.97418439415	12434.865321917441	19879.52162798725	20866.73303228009	7489.409033563238
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	38895.6446413574	17748.059216529186	12280.421440915212	20978.76404743232	28419.56927419278	40259.30469866963	26816.768843731064	13158.46829206393	25547.678090546757	26795.906832387143	32110.801327436402	30582.295105811903	18740.460204868392	35445.10910689343	21392.51974799075	15785.838097545862	17806.209956782848	27475.377837097447	28540.64894601109	10086.088177187889	21948.574529448088	26181.047038944005	28550.335038533252	12640.876699897859	23273.442148391383	37068.674167831814	18477.5660044274	20374.95376079837	29207.964980539517	41189.81462950272	19599.562402348158	15237.460441335126	22205.360194197157	38459.59669655825	37370.077714750754	27880.58428230352	19636.555257813157	28657.264599828086	39202.9791492848	29412.7256697907	35717.89795508443	51328.356072291834	30407.77076807022	23078.368084855643	28290.247643763058	35715.88403255068	24392.42663872027	17340.229246971347	30956.879851009555	43516.07379506623	44703.181071642735	30761.365561202027	36317.14800190022	50690.07671284065	46300.52601597809	19261.627301977802	41775.91003333805	47003.15686969084	38079.04833987114	23166.227450400416	37102.23800051223	57798.502634969715	47151.064798289124	36821.625611249234	34468.9071435708	46305.29485936055	41538.49999287808	27032.5604330066	40322.317548567014	27491.70375876161	20753.607319895124	18757.47580286917	34212.01556799721	50860.65975991268	35747.34848498041	26623.860714021546	33994.42565284284	42558.55817411203	23822.780492363057	20883.74844449969	27471.55617122944	56984.43051387626	25742.958629438388	27510.236481684762	13954.000510036223	46333.471157848675	27905.675608049147	22744.84610433601	33569.2894819247	36743.76838663527	23236.261981890824	25055.78794080594	24268.45331550285	55133.0838624178	43735.60056410334	9324.956363183699	16632.238867187603	57918.13416476332	31099.561341304805	28186.353804089264	18910.226781208854	34314.469166137	30680.147710184945	13463.508074409578
CALVIN-PWY	Calvin-Benson-Bassham cycle	37291.35738288306	23449.78513692357	13730.612987773446	28333.566880519185	29086.112049496718	34966.352792772544	28061.874668722852	29366.118973073906	26790.65207845963	21488.883474463448	32445.065085894883	33493.623321755105	18056.364307407748	29834.69888580485	20903.05768837175	16899.733819465713	18649.453776452407	20170.894676725824	24606.470893501348	21138.71962672998	22004.467753127537	20727.587513107857	26097.432387099096	21118.449643744298	22053.760767546737	27871.67058792484	18710.71739117453	25040.085938222925	27364.156347031207	30159.1390373118	19699.3967192726	16573.15573035296	21469.460989261202	30220.72079261981	31383.892552142726	33785.8868659165	18824.306537542318	22130.90746978365	37006.56864967878	34337.21406140096	34203.12857541567	39877.77204783641	31454.57515264348	26605.40382973397	32958.901827829286	33906.5936344875	25086.45320362417	22910.450483063134	30921.087691978908	32684.708094568774	45703.28752722869	31757.200204796944	33621.80963080812	40666.5669134799	42054.363443318085	24596.62124681272	36919.50650589746	38713.16767500717	34642.02692608416	34595.76550610432	34480.150651983706	44788.51792606792	42463.16968241964	41868.08842493205	36959.670446272845	36932.42002256465	37086.18313748876	26657.77050646025	47088.69832855321	25705.894642219948	20710.54220956337	27031.519229437472	35609.059638239494	41188.331168331715	34761.227888371475	38438.86324363737	36992.0135127293	38846.93702495207	24228.438054492228	27343.934051382144	29765.449442372104	44649.334189981055	26282.54844075574	28506.015464738288	11901.84013761983	40709.82447137349	28674.42335188645	21195.213109906854	35069.11459204973	31881.42461752996	23848.42737458196	32249.48688393728	23997.227892379677	42666.65795338154	42875.94143414261	10462.175375575807	28029.410398763706	46367.50622471997	35164.594191507415	36948.21710593293	24117.53893896493	29583.67252249405	29931.688137793906	15725.350298062558
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	8962.294009719551	3803.3931585806786	2584.067352180449	5470.610568334198	5581.5786040753	8680.782458019767	2711.8853813721357	1309.1287518488946	4079.432000473062	6442.1415959557835	5701.673262781803	4815.235313104366	3559.5286883136987	7853.103140740398	3506.4033407899137	647.610862210716	2989.5353462672724	5770.8657087980955	17813.774479339943	947.6704193742461	3338.3381483733388	6494.095818400986	6440.634275118166	822.754191398756	3771.055778365001	7639.642098115004	3367.771630549741	3614.185593485901	4520.61025961921	10326.726332433776	6532.798159073157	2590.9406188156004	8147.772713561255	7726.472015042822	7316.592870507808	4868.563133251978	5851.377921305958	6598.860451062597	6767.081779865224	5358.671173380325	7911.224359941691	8501.48003589092	9425.470551419057	4182.567475175883	5550.348278439987	8708.961603599852	6918.532835990766	2252.06477242168	7651.6126744733865	8941.48516712885	4855.0838227484965	6917.81963191987	8898.960288018521	10882.87616943731	7840.3632135058315	968.4167760258217	5105.1764903000185	9896.51143955655	7860.234828631761	2963.100400187267	5800.7696400784935	32593.293464877213	8370.418499067686	4987.981940190812	4909.2874057077115	12118.128948171592	7433.242291055152	3231.834303479665	8233.984397630455	2460.069460277517	5440.883338050512	3168.1720831726616	5002.763374797419	29962.91714824541	3446.532499694844	5646.400555917608	7144.384868080695	3004.253755782362	3701.405140762052	3164.7222230028638	6450.375581339538	10806.377732701849	5299.31684965171	6850.691719953325	6965.252724979909	10068.109963512155	4091.3279641082936	4917.307303916222	8390.846400990175	9220.740741822732	2974.9934801249215	5304.309742480352	3153.1756714136686	18163.269897711063	9419.47563640977	2208.1268839136137	2160.92679258702	19952.94031613305	4253.906221925708	5004.058539533668	5230.573366957338	9714.39277355333	5567.893234956386	3039.6039831791736
CENTFERM-PWY	pyruvate fermentation to butanoate	969.8813198012688	0.0	434.06772428542087	914.1825300757653	910.5403190192613	1999.3598304643735	3866.128414616422	2575.454330453757	547.1989122524603	316.9343095488455	337.5494594152347	3600.312111309562	166.748324627268	1126.783859281733	1513.0796345575786	2056.831509791337	2730.8514123763525	904.5501563630198	195.20960498467412	1137.7934869497692	3151.723507540127	0.0	3717.688443627676	322.8823972887037	1302.1685059075267	344.9835545417248	2300.9266311051906	1568.3959388863625	2373.1552031874685	0.0	573.4635410272174	2736.639741379147	0.0	491.0903450098278	2101.8540184938447	4120.6320064469155	1679.6344488243412	298.6424945962395	3829.521406666584	5091.429133103095	2943.2136822680877	1135.9267574353794	2437.861453190037	1512.0759767461218	3310.996269529092	0.0	0.0	245.62005783307575	3655.227243921936	1661.1488029400707	5170.930809883718	3204.5254197583913	1510.3150047833767	790.0274826797487	4648.3763436366935	283.88945381634977	2038.204396161868	486.9755064274675	2744.150329978772	3131.0327846838977	2600.6065983687913	0.0	3585.337038174335	4516.915743062246	3793.1980333905176	486.6286303360675	2787.422811913449	891.2312334813147	1803.5304226978799	4371.97631950765	686.228124683117	472.01674375143097	3333.7915284557484	17.270864409026625	6070.28466296675	0.0	2669.393016223671	1075.549599919814	2463.1855643584736	1904.659116600066	1792.6844158257059	0.0	3063.3795008209468	1407.5934328692972	591.6210139610982	2405.630651844275	772.4795929956372	1873.2632675545574	5102.974788977339	845.9365059217353	1258.9119074304676	2914.0714343813374	4875.60657473861	1354.3015191673426	1710.967313791266	485.2039881385696	5229.694966070248	1797.9004281192254	2980.1632038410908	4972.2483917348545	2413.769111723968	750.2123896459782	844.0691061571574	136.372593723874
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	462.8563942986617	5467.410454789678	921.469537066227	0.0	2705.238701135701	6672.750555573996	615.3553878683946	321.92668972530134	2796.335952449385	2996.1834531783193	3845.443839895388	171.08893063726768	855.6527452962549	5193.411959809468	2860.6111437741424	208.2295148832509	2010.0052326716504	3123.2181535305376	742.8069126806113	130.96719024479512	1069.3868322414496	2099.117620802921	4737.812084724983	233.031365345928	1206.4924590070434	2661.3470129708608	2581.5909202113626	194.47450623510014	2924.800955303673	343.88468318021484	812.3496882894439	0.0	1525.212056309968	3515.462123114531	1461.4906966479714	0.0	196.6552983389964	1190.757448813784	8403.71699357451	1356.6732900933039	1155.4010154370487	5491.960788282493	2267.385071268597	811.073035785932	617.4277337191878	1878.424226006904	916.200091078568	538.9778754151523	2239.256974460516	5251.20181242439	3663.8406994972083	571.2357528770685	3490.7661052081926	6413.296815887169	9523.149653127237	0.0	1806.8414652548815	4485.346532646092	3209.421353097616	0.0	1331.5533384325129	2166.72203094018	6477.991723532812	79.03875131994694	1814.3155786239913	2971.7881143377813	4328.4400367770395	510.3487338640572	76.71082402120787	3106.741715418713	939.9635378811914	97.19311803004351	8693.434156374009	237.11553725815196	2672.597327966214	276.1908629087306	754.947778571204	1874.0884617974107	2032.574721592735	391.28328474622737	509.69421371672854	3342.3154469778606	2202.4277134228187	0.0	0.0	7969.317012521942	3193.764952694376	1631.1646931460355	1673.1869158611373	4872.251189409049	2521.4371530277804	3229.2733246158373	925.6590533939093	773.6750377150549	4710.383932666221	116.73005884488902	401.1088531397465	4859.377652024706	4235.193887084821	0.0	1060.8734606547612	6569.135574204261	4986.722095078203	307.42978320798284
COA-PWY	coenzyme A biosynthesis I	32847.52876331134	24861.184437843174	12221.811320979034	25062.412580954293	25317.33202744873	30034.94284869842	23411.140067385342	25126.277393257787	22480.816753168678	18912.031912342	27852.412980944922	29897.764060535355	15463.060497400478	25877.75045189717	18381.19851078843	14223.559182611132	16096.354119802163	18161.49818199216	22090.742551508807	19788.640924740248	18864.03268920709	17939.15368313119	22651.50067491969	20106.99525832666	18581.44335005124	23742.008229322357	15484.111770900809	21953.106551443703	23416.429923029296	25509.65566502127	16993.229999999996	15622.290118135305	18436.59729206385	25165.271589626085	27061.18889023308	30848.256787155806	15925.374082079343	18646.580178532175	31925.32701981455	30041.96907955254	29713.083325662643	34541.519049178074	27252.202051474906	25483.214939592857	27567.881633538418	28076.25992052829	21189.72377655648	19965.841551539957	26338.771508947357	28636.860651781943	38215.31485316447	28860.09425270585	29685.453272381517	36514.76990412667	36389.499482634674	23082.053319428007	32915.92807456224	33759.229605747314	30102.285561225748	30058.1277236228	30712.477031934835	41827.331326028085	37645.70941445489	37369.99334768411	32823.336147493064	32170.71336607195	32858.919080719264	25127.058513497235	35326.67712923944	22656.026774053167	17817.891696849485	24981.30810974208	28990.555982346923	35930.22853509914	31058.652082093173	33820.735102464154	30070.99664230956	34122.073989324446	21474.00278944761	24026.44848898361	25029.33154172481	37587.18158340391	22132.252491097206	24649.98367682781	10223.229532565103	34486.93835879664	24989.352886505083	18836.226664013422	31492.164268561875	26195.360687820317	21022.07059386292	29139.053509078294	20764.608536722022	37220.41511949726	36581.50744766125	9513.505817281066	23481.740452898925	39583.72238140872	29853.305390316495	32195.311647191513	21342.35329869535	25079.71276146937	25778.28745606521	13566.482294282006
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	14539.209672815583	7539.781780523985	4637.212076369958	14265.531543746247	9450.46606994082	12564.0460725278	6039.442366646589	7401.699576752834	10553.309835661776	8128.42217233998	10676.122398999903	12304.923886041497	6549.490843425101	10160.683446928155	7151.063827606322	8531.942640787622	6880.21575538726	7198.623304161187	19359.955817521317	7702.642840356891	7202.10186650771	7947.262030447752	10681.48341208297	7360.52693632992	7945.511728644837	12186.141597185828	7562.977327333134	7956.911183734354	10495.92587371962	14097.257815012155	9762.007294326613	3508.660102861637	13074.58966221844	12380.694205971988	12747.05892396268	11975.554290229778	7619.480636818181	8831.192372111791	13698.402514360809	13004.388161737737	12746.975769870878	17099.059601130513	11982.60392301822	7395.471030522334	10727.542317305892	12828.992935633987	9118.820563732635	6580.644797877899	10952.442577218644	15252.96793682	16449.230611653547	13382.403721817966	13061.526377455042	19666.79973283891	14930.556149790442	5763.121898678824	11734.580163385825	18542.08499365273	12578.967977430792	11234.674978516709	11803.274780700027	35310.19244625011	15408.577763195857	12969.067880866101	13231.12505983718	21787.750772966534	13809.84285319164	7871.157408747478	13000.850960781228	6145.854629571276	8051.4045419462345	9289.606827689267	13219.753538227089	33051.78136098409	5581.9523682761055	14023.293920217313	14251.857447344591	5748.785934927344	6844.059752095418	8293.16028108275	10239.770666744527	17234.599394399735	9141.198495872259	10829.851471400476	7452.325852797843	16240.684259597325	8283.352836323675	8044.476135051371	11806.376176054018	14067.146778527398	5838.795152939558	12396.789512200758	5839.308639098426	18807.356282198733	17461.462954815754	3783.223468943741	9159.436220866335	21906.954878117303	10890.585877971724	9932.38125288131	10689.69735052123	12050.339884512381	12195.285927693227	4861.050413576491
CODH-PWY	reductive acetyl coenzyme A pathway	416.7613420693828	244.6761595932453	612.3267820038544	6823.146077439812	380.9378080218734	162.94372475264166	94.3854106005228	1585.8519213669135	201.16375345665324	0.0	94.35272148968764	756.1470655077139	173.03349112885817	0.0	108.72548415468431	288.236196503173	321.2984432389038	0.0	23.885740583516487	1872.7397118604092	223.50453806994784	30.557002252805553	104.74038552821754	1791.5056418298418	271.76238776050013	13.30250261835869	116.48896107926515	1457.2151129756414	852.9155898515564	0.0	19.961488470610885	614.7461591560382	177.9432045127617	61.05306349156768	160.34762268798232	1041.9244754999177	129.47146256471808	0.0	232.91134991682563	2104.787173434441	392.13725722995696	86.06848445781407	79.6449340409502	2030.8736653241197	768.8742380352303	26.583146826314717	0.0	1564.5949244591095	141.84337625169422	23.970211159437532	485.02352314097055	888.6641193576876	131.41159983115242	45.215916088367074	66.54894613914477	1220.5374032139796	99.61512230643343	35.94084098916057	202.54386766606652	2504.5047110945293	147.33776155909018	0.0	147.46405256904384	915.9698131518311	720.2424257599101	0.0	0.0	658.6000957773531	652.4428557649352	367.824081780209	42.5862266787059	2095.8957636497203	521.7428583853297	19.918387333714193	144.8803703082252	5615.870537725456	838.0080406168397	58.61257166803415	222.13329861046523	1591.0653804777512	822.7388823015352	123.41970701544628	592.8932372434093	0.0	19.881158938036272	47.90363566250064	106.26625938590871	344.1417110094944	348.95913792502586	47.85238660869765	54.561217799636886	750.4676794456919	273.7049988340613	0.0	128.8104997675457	308.1787691994392	692.530103267442	75.80260279965005	678.06146426571	2097.983749131405	1529.1008594719108	0.0	139.2461474674017	780.9715075570642
